wav,transcript,accent
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0234.wav,Why the average review is more nauseating than cod liver oil,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0235.wav,His voice was passionately rebellious,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0236.wav,Don't you see I hate you,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0237.wav,So Hughie and I did the managing ourselves,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0238.wav,It happened to him at the Gallina Society in Oakland one afternoon,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0239.wav,He cried in such genuine dismay that she broke into hearty laughter,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0240.wav,Wash your hands of me,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0241.wav,I think it's much nicer to quarrel,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0242.wav,I saw it when she rolled,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0243.wav,I only read the quotations,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0244.wav,He was the soul of devotion to his employers,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0245.wav,Out of his eighteen hundred he laid aside sixteen hundred each year,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0246.wav,You have heard always how he was the lover of the Princess Naomi,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0247.wav,They ought to pass here some time today,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0248.wav,I had been sad too long already,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0249.wav,All eyes however were staring at him in certitude of expectancy,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0250.wav,He had observed the business life of Hawaii and developed a vaulting ambition,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0251.wav,I may manage to freight a cargo back as well,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0252.wav,O'Brien had been a clean living young man with ideals,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0253.wav,He it was that lived to found the family of the Patino,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0254.wav,Straight out they swam their heads growing smaller and smaller,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0255.wav,You won't die of malnutrition be sure of that,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0256.wav,See the length of the body and that elongated neck,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0257.wav,They are coming ashore whoever they are,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0258.wav,Soaked in seawater they offset the heat rays,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0259.wav,Think of investing in such an adventure,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0260.wav,Nobody knew his history they of the Junta least of all,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0261.wav,I have been doubly baptized,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0262.wav,They wouldn't be sweeping a big vessel like the Martha,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0263.wav,Joan looked triumphantly at Sheldon who bowed,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0264.wav,And I hope you've got plenty of chain out Captain Young,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0265.wav,The discovery seemed to have been made on the spur of the moment,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0266.wav,They handled two men already both grub thieves,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0267.wav,Eli Harding asked as Shunk started to follow,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0268.wav,Now go ahead and tell me in a straightforward way what has happened,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0269.wav,That's where they cut off the Scottish Chiefs and killed all hands,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0270.wav,And after the bath a shave would not be bad,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0271.wav,Now please give a plain statement of what occurred,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0272.wav,You can take a vacation on pay,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0273.wav,They are big trees and require plenty of room,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0274.wav,And Raoul listened again to the tale of the house,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0275.wav,There are no kiddies and half grown youths among them,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0276.wav,Oolong Atoll was one hundred and forty miles in circumference,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0277.wav,M'Coy found a stifling poisonous atmosphere in the pent cabin,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0278.wav,It would give me nervous prostration,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0279.wav,She said with chattering teeth,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0280.wav,I'll be out of my head in fifteen minutes,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0281.wav,I do not blame you for anything remember that,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0282.wav,If you mean to insinuate Brentwood began hotly,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0283.wav,The woman in you is only incidental accidental and irrelevant,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0284.wav,There was no forecasting this strange girl's processes,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0285.wav,But what they want with your toothbrush is more than I can imagine,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0286.wav,Give them their choice between a fine or an official whipping,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0287.wav,Keep an eye on him,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0288.wav,Those are my oysters he said at last,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0289.wav,They are not regular oyster pirates Nicholas continued,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0290.wav,One by one the boys were captured,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0291.wav,The weeks had gone by and no overt acts had been attempted,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0292.wav,Here in the midmorning the first casualty occurred,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0293.wav,They were deep in the primeval forest,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0294.wav,He had been foiled in his attempt to escape,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0295.wav,And twenty men could hold it with spears and arrows,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0296.wav,Bassett was a fastidious man,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0297.wav,There's a big English general right now whose name is Roberts,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0298.wav,This tacit promise of continued acquaintance gave Saxon a little joy thrill,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0299.wav,I tell you I am disgusted with this adventure tomfoolery and rot,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0300.wav,From my earliest recollection my sleep was a period of terror,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0301.wav,But all my dreams violated this law,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0302.wav,It is very plausible to such people a most convincing hypothesis,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0303.wav,But they make the mistake of ignoring their own duality,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0304.wav,I graduated last of my class,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0305.wav,They had no fixed values to be altered by adjectives and adverbs,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0306.wav,He was pressing beyond the limits of his vocabulary,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0307.wav,Very early in my life I separated from my mother,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0308.wav,His infernal chattering worries me even now as I think of it,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0309.wav,White Leghorns said Missus Mortimer,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0310.wav,Massage under tension was the cryptic reply,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0311.wav,Therefore hurrah for the game,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0312.wav,It lived in perpetual apprehension of that quarter of the compass,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0313.wav,Broken Tooth yelled with fright and pain,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0314.wav,Thus was momentum gained in the Younger World,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0315.wav,Saxon waited for she knew a fresh idea had struck Billy,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0316.wav,We had been chased by them ourselves more than once,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0317.wav,He was a wise hyena,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0318.wav,Production is doubling and quadrupling upon itself,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0319.wav,And the Edinburgh Evening News says with editorial gloom,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0320.wav,With my strength I slammed it full into Red Eye's face,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0321.wav,The log on which Lop Ear was lying got adrift,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0322.wav,This is a common experience with all of us,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0323.wav,He considered the victory already his and stepped forward to the meat,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0324.wav,It was not Red Eye's way to forego revenge so easily,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0325.wav,Whiz zip bang Lop Ear screamed with sudden anguish,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0326.wav,Cherokee identified himself with his instinct,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0327.wav,They were less stooped than we less springy in their movements,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0328.wav,The Fire People like ourselves lived in caves,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0329.wav,Ah indeed,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0330.wav,Red Eye never committed a more outrageous deed,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0331.wav,Poor little Crooked Leg was terribly scared,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0332.wav,Unconsciously our yells and exclamations yielded to this rhythm,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0333.wav,This is no place for you,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0334.wav,He'll knock you off a few sticks in no time,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0335.wav,Red Eye swung back and forth on the branch farther down,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0336.wav,So unexpected was my charge that I knocked him off his feet,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0337.wav,Encouraged by my conduct Big Face became a sudden ally,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0338.wav,The fighting had now become intermittent,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0339.wav,They obeyed him and went here and there at his commands,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0340.wav,It was like the beating of hoofs,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0341.wav,Why doggone you all shake again,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0342.wav,Seventeen no eighteen days ago,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0343.wav,You mean for this State General Alberta,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0344.wav,He seemed to fill it with his tremendous vitality,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0345.wav,She was trying to pass the apron string around him,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0346.wav,Get down and dig in,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0347.wav,They are greatly delighted with anything that is bright or giveth a sound,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0348.wav,They only lifted seven hundred and fifty,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0349.wav,It was simple in its way and no virtue of his,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0350.wav,Is that Pat Hanrahan's mug looking hungry and willing,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0351.wav,It was more like sugar,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0352.wav,I'm sure going along with you all Elijah,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0353.wav,Here the explosion of mirth drowned him out,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0354.wav,Fresh meat they failed to obtain,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0355.wav,A burst of laughter was his reward,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0356.wav,You don't catch me at any such foolishness,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0357.wav,A month passed by and Bonanza Creek remained quiet,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0358.wav,They continued valiantly to lie but the truth continued to outrun them,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0359.wav,Earth and gravel seemed to fill the pan,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0360.wav,But he no longer cared quite so much for that form of diversion,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0361.wav,But he did not broach it preferring to mature it carefully,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0362.wav,Nope not the slightest idea,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0363.wav,It is not an attempt to smash the market,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0364.wav,We have plenty of capital ourselves and yet we want more,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0365.wav,These rumors may even originate with us,Female Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ZHAA\ZHAA\wav\arctic_a0366.wav,A wildly exciting time was his during the week preceding Thursday the eighteenth,Female Arabic
